"λ,n (nm)",n,"λ,k (nm)",k,α (cm⁻¹),Reference,Details
965,2.016609361,965,0.019753178,2572.287622377265,,
970,2.01641458,970,0.019623585,2542.239607137932,,
975,2.016222799,975,0.019495397,2512.6808612929844,,
980,2.016034424,980,0.019368804,2483.628259396759,,
985,2.015849237,985,0.019244023,2455.1017779619497,,
990,2.015666862,990,0.019121429,2427.141045355104,,
995,2.015487675,995,0.018999835,2399.5876203183207,,
1000,2.015310894,1000,0.018880054,2372.5375578311437,,
1005,2.015137113,1005,0.018762461,2346.030234462289,,
1010,2.014966332,1010,0.018645867,2319.909654931182,,
1015,2.014798145,1015,0.01853068,2294.2206169073224,,
1020,2.014632364,1020,0.018417492,2269.0297084215213,,
1025,2.014469582,1025,0.018305492,2244.2302121969456,,
1030,2.014309395,1030,0.018194711,2219.8202101665784,,
1035,2.014151208,1035,0.018086117,2195.9115864411774,,
1040,2.013995427,1040,0.017978524,2172.3538046456842,,
1045,2.013842239,1045,0.01787193,2149.141588266834,,
1050,2.013691458,1050,0.017766743,2126.318829981634,,
1055,2.013543271,1055,0.017663149,2103.9021473995035,,
1060,2.013397084,1060,0.017560555,2081.815493621113,,
1065,2.013252896,1065,0.017459368,2060.1022439481962,,
1070,2.013110709,1070,0.017359774,2038.7790080889383,,
1075,2.012970928,1075,0.017261181,2017.7711412793942,,
1080,2.012833334,1080,0.017163587,1997.0740306833068,,
1085,2.012697147,1085,0.017066993,1976.6834959509094,,
1090,2.012563366,1090,0.016971806,1956.6422402844466,,
1095,2.012431772,1095,0.016877806,1936.9202315365746,,
1100,2.012301585,1100,0.016784619,1917.4703906801333,,
1105,2.012173397,1105,0.016693025,1898.3777269209324,,
1110,2.01204721,1110,0.016602025,1879.5243162059128,,
1115,2.011923023,1115,0.016511838,1860.9316218139834,,
1120,2.011800429,1120,0.016423244,1842.6836678040231,,
1125,2.011679242,1125,0.01633565,1824.709618901835,,
1130,2.011560054,1130,0.016249056,1807.0058391989082,,
1135,2.011442461,1135,0.016163463,1789.5688675725264,,
1140,2.011326273,1140,0.016078463,1772.3502190110635,,
1145,2.011212086,1145,0.015994275,1755.3710686286424,,
1150,2.011099492,1150,0.015911682,1738.7138531289374,,
1155,2.010988305,1155,0.015829682,1722.2653741943755,,
1160,2.010878711,1160,0.015748088,1706.0026747891577,,
1165,2.010770524,1165,0.015667901,1690.0313366102034,,
1170,2.01066393,1170,0.015588901,1674.3239951842252,,
1175,2.010558336,1175,0.015510307,1658.7937540807604,,
1180,2.010454149,1180,0.015432307,1643.4583830217741,,
1185,2.010351962,1185,0.01535512,1628.3386392232812,,
1190,2.010250962,1190,0.01527912,1613.4712990022483,,
1195,2.010150774,1195,0.015203526,1598.7710657828088,,
1200,2.010052181,1200,0.015128932,1584.2980542619846,,
1205,2.009954993,1205,0.015055339,1570.0495402391336,,
1210,2.0098594,1210,0.014982339,1555.980368131962,,
1215,2.009764806,1215,0.014910151,1542.110974337926,,
1220,2.009671212,1220,0.014838745,1528.4358124751566,,
1225,2.009578619,1225,0.014767558,1514.8947501799569,,
1230,2.009487431,1230,0.014697558,1501.585048406826,,
1235,2.009397431,1235,0.014627964,1488.4244288056993,,
1240,2.009308244,1240,0.01455937,1475.471284932117,,
1245,2.00922065,1245,0.01449137,1462.682137588804,,
1250,2.009134056,1250,0.014423777,1450.0362195269577,,
1255,2.009048463,1255,0.014357183,1437.591096065156,,
1260,2.008964275,1260,0.014291183,1425.3039848859473,,
1265,2.008881275,1265,0.014225589,1413.1543366130522,,
1270,2.008798682,1270,0.014160996,1401.1994016099038,,
1275,2.008717088,1275,0.014096996,1389.396676746187,,
1280,2.008636494,1280,0.014033402,1377.7260196272598,,
1285,2.008556901,1285,0.013970402,1366.2042736465728,,
1290,2.008478713,1290,0.013907808,1354.8113934988328,,
1295,2.008401713,1295,0.013846214,1343.603526870491,,
1300,2.00832512,1300,0.013785214,1332.5392932480977,,
