"λ,n (nm)",n,"λ,k (nm)",k,α (cm⁻¹),Reference,Details
480,2.587612,480,0.578067,151337.5867068909,,
485,2.597699,485,0.551134,142799.05365307687,,
490,2.604403,490,0.523504,134256.0261652956,,
495,2.607819,495,0.495972,125910.46396656461,,
500,2.608212,500,0.469201,117923.07317255877,,
505,2.605993,505,0.443694,110408.38105678174,,
510,2.601603,510,0.419793,103436.75331987608,,
515,2.595499,515,0.397702,97042.15002081305,,
520,2.588105,520,0.377509,91229.19238954071,,
525,2.579804,525,0.359215,85981.5013378482,,
530,2.570921,530,0.34276,81268.85267505188,,
535,2.561731,535,0.328043,77052.5217840416,,
540,2.552458,540,0.31494,73289.86594974589,,
545,2.54328,545,0.303315,69937.04042007987,,
550,2.534341,550,0.293026,66950.42392078566,,
555,2.525748,555,0.283935,64288.87279978507,,
560,2.517584,560,0.275904,61912.712821145586,,
565,2.509912,565,0.268807,59786.343110337104,,
570,2.502775,570,0.26252,57875.85287160649,,
575,2.496202,575,0.256929,56150.69627089893,,
580,2.49021,580,0.251926,54582.68074815602,,
585,2.484804,585,0.247411,53146.29606955926,,
590,2.479984,590,0.243288,51817.74871230873,,
595,2.475735,595,0.23947,50575.94573143851,,
600,2.472038,600,0.235873,49401.12559867902,,
605,2.468865,605,0.232421,48275.84172826402,,
610,2.46618,610,0.229046,47184.867602237886,,
615,2.463936,615,0.225686,46114.697861337634,,
620,2.462083,620,0.222291,45054.695003814755,,
625,2.460558,625,0.21882,43996.37148534518,,
630,2.45929,630,0.215251,42935.29906526073,,
635,2.458207,635,0.211578,41870.35530464386,,
640,2.457231,640,0.207824,40806.14697747782,,
645,2.456284,645,0.204039,39752.39835322839,,
650,2.455301,650,0.200314,38726.46097299605,,
655,2.454239,655,0.19679,37754.74920915636,,
660,2.453102,660,0.193666,36873.92017273461,,
665,2.451977,665,0.191208,36132.18935985547,,
670,2.451098,670,0.189752,35589.462042028084,,
675,2.450945,675,0.189673,35311.12908944218,,
680,2.452419,680,0.191289,35350.124536031646,,
685,2.456999,685,0.194536,35687.758742116435,,
690,2.466807,690,0.198297,36114.110053849,,
695,2.48383,695,0.199307,36036.915511310566,,
700,2.507347,700,0.191584,34393.07925401983,,
705,2.530763,705,0.170087,30317.39402389374,,
710,2.544207,710,0.136977,24243.714755536286,,
715,2.54335,715,0.101407,17822.628599864624,,
720,2.531695,720,0.071062,12402.658730522104,,
725,2.514814,725,0.04819,8352.736550427151,,
730,2.496536,730,0.031839,5480.831150555914,,
735,2.478699,735,0.020352,3479.60237746174,,
740,2.461991,740,0.012343,2096.036655311287,,
745,2.446598,745,0.006852,1155.768744289786,,
750,2.432528,750,0.003242,543.2023137566993,,
755,2.419749,755,0.001092,181.75465842225455,,
760,2.408272,760,0.000115,19.014902903306645,,
765,2.398311,765,0,0,,
770,2.389692,770,0,0,,
775,2.381945,775,0,0,,
780,2.374867,780,0,0,,
785,2.368336,785,0,0,,
790,2.362261,790,0,0,,
795,2.356579,795,0,0,,
800,2.351238,800,0,0,,
805,2.346199,805,0,0,,
810,2.341428,810,0,0,,
815,2.336897,815,0,0,,
820,2.332584,820,0,0,,
825,2.328469,825,0,0,,
830,2.324536,830,0,0,,
835,2.320769,835,0,0,,
840,2.317157,840,0,0,,
845,2.313686,845,0,0,,
850,2.310349,850,0,0,,
855,2.307134,855,0,0,,
860,2.304036,860,0,0,,
865,2.301046,865,0,0,,
870,2.298158,870,0,0,,
875,2.295365,875,0,0,,
880,2.292664,880,0,0,,
885,2.290048,885,0,0,,
890,2.287513,890,0,0,,
895,2.285055,895,0,0,,
900,2.28267,900,0,0,,
950,2.262165,950,0,0,,
1000,2.246222,1000,0,0,,
1050,2.233431,1050,0,0,,
1100,2.222937,1100,0,0,,
1150,2.214177,1150,0,0,,
1200,2.206763,1200,0,0,,
1250,2.200417,1250,0,0,,
1300,2.194933,1300,0,0,,
1350,2.190153,1350,0,0,,
1400,2.185957,1400,0,0,,
1450,2.182251,1450,0,0,,
1500,2.178958,1500,0,0,,
1550,2.176017,1550,0,0,,
1600,2.173378,1600,0,0,,
1650,2.171,1650,0,0,,
1700,2.168849,1700,0,0,,
1750,2.166896,1750,0,0,,
1800,2.165118,1800,0,0,,
1850,2.163493,1850,0,0,,
1900,2.162004,1900,0,0,,
1950,2.160636,1950,0,0,,
2000,2.159376,2000,0,0,,
