"λ,n (nm)",n,"λ,k (nm)",k,α (cm⁻¹),Reference,Details
310,1.624849,310,0.963371,390518.6137137358," Jérémie Werner,  Gizem Nogay,  Florent Sahli,  Terry Chien-Jen Yang,  Matthias Bräuninger,  Gabriel Christmann,  Arnaud Walter,  Brett A. Kamino,  Peter Fiala,  Philipp Löper,  Sylvain Nicolay,  Quentin Jeangros,  Bjoern Niesen and  Christophe Ballif, 'Complex Refractive Indices of Cesium–Formamidinium-Based Mixed-Halide Perovskites with Optical Band Gaps from 1.5 to 1.8 eV', <i>ACS Energy Letters</i> <b>3</b>(3), pp.742-747, (2018)",Cesium-formamidinium mixed-halide perovskite with optical bandwidth of 1.62 eV.
313.9240506,1.646954,313.9240506,0.998935,399873.38993818656,,
317.9487179,1.674169,317.9487179,1.03513,409117.14631077024,,
322.0779221,1.707192,322.0779221,1.071188,417940.6436146458,,
326.3157895,1.746644,326.3157895,1.106059,425941.61124242784,,
330.6666667,1.792965,330.6666667,1.138375,432618.21008102,,
335.1351351,1.846267,335.1351351,1.166463,437381.96419075615,,
339.7260274,1.906178,339.7260274,1.18842,439593.2298685199,,
344.4444444,1.971681,344.4444444,1.202273,438625.3964396194,,
349.2957746,2.041028,349.2957746,1.206239,433960.19722404034,,
354.2857143,2.111769,354.2857143,1.199047,425297.1084596601,,
359.4202899,2.180949,359.4202899,1.180261,412653.30768612714,,
364.7058824,2.245473,364.7058824,1.150493,396415.91005020565,,
370.1492537,2.302562,370.1492537,1.111428,377323.9043322699,,
375.7575758,2.350177,375.7575758,1.065617,356371.74118051614,,
381.5384615,2.387289,381.5384615,1.016091,334660.26029763266,,
387.5,2.413941,387.5,0.965927,313243.78499138355,,
393.6507937,2.431107,393.6507937,0.917862,293005.736287861,,
400,2.440438,400,0.874053,274591.848364812,,
406.557377,2.443992,406.557377,0.835978,258394.26284597348,,
413.3333333,2.443998,413.3333333,0.804446,244571.77200130688,,
420.3389831,2.44271,420.3389831,0.779663,233086.49937834227,,
427.5862069,2.442312,427.5862069,0.761291,223736.51668360468,,
435.0877193,2.44487,435.0877193,0.748472,216176.5577204293,,
442.8571429,2.452272,442.8571429,0.739797,209922.39665625757,,
450.9090909,2.466102,450.9090909,0.733236,204345.29952366196,,
459.2592593,2.487392,459.2592593,0.726073,198669.9718365288,,
467.9245283,2.516232,467.9245283,0.714965,192007.7837966013,,
476.9230769,2.551284,476.9230769,0.696276,183460.6604225644,,
486.2745098,2.58944,486.2745098,0.666817,172319.7367964349,,
496,2.625983,496,0.624912,158324.10873710524,,
506.122449,2.655534,506.122449,0.57134,141856.38674976001,,
516.6666667,2.673582,516.6666667,0.509496,123919.65604104147,,
527.6595745,2.677854,527.6595745,0.444475,105853.05088247373,,
539.1304348,2.668733,539.1304348,0.381502,88922.73952031122,,
551.1111111,2.648644,551.1111111,0.324605,74016.04959719091,,
563.6363636,2.620948,563.6363636,0.276064,61548.94824607889,,
576.744186,2.588985,576.744186,0.236587,51548.67611512244,,
590.4761905,2.555559,590.4761905,0.20582,43802.11160855274,,
604.8780488,2.522828,604.8780488,0.182862,37989.668625629696,,
620,2.492454,620,0.166615,33770.09419212022,,
635.8974359,2.465876,635.8974359,0.15593,30814.311542611234,,
652.6315789,2.44467,652.6315789,0.149477,28781.68082961218,,
670.2702703,2.430881,670.2702703,0.145129,27209.095818542864,,
688.8888889,2.426746,688.8888889,0.138329,25233.292461565932,,
708.5714286,2.431117,708.5714286,0.119669,21223.054505894706,,
729.4117647,2.429632,729.4117647,0.079784,13745.258324814517,,
751.5151515,2.400323,751.5151515,0.032423,5421.5731195323415,,
775,2.35086,775,0.005467,886.4561051445367,,
800,2.304196,800,0,0,,
826.6666667,2.267624,826.6666667,0,0,,
855.1724138,2.23936,855.1724138,0,0,,
885.7142857,2.216699,885.7142857,0,0,,
918.5185185,2.19777,918.5185185,0,0,,
953.8461538,2.181428,953.8461538,0,0,,
992,2.166972,992,0,0,,
1033.333333,2.153959,1033.333333,0,0,,
1078.26087,2.142095,1078.26087,0,0,,
1127.272727,2.131178,1127.272727,0,0,,
1180.952381,2.12106,1180.952381,0,0,,
1240,2.111632,1240,0,0,,
1305.263158,2.102807,1305.263158,0,0,,
1377.777778,2.094516,1377.777778,0,0,,
1458.823529,2.086705,1458.823529,0,0,,
1550,2.079325,1550,0,0,,
1653.333333,2.072338,1653.333333,0,0,,
1771.428571,2.06571,1771.428571,0,0,,
1907.692308,2.05941,1907.692308,0,0,,
2066.666667,2.053413,2066.666667,0,0,,
